ON_STREET,Dir,X_STREET,TYPE,Date,Day,NB,SB,EB,WB,TOT_24,FID
JACKSON RD/SR 16,E,GRANT LINE RD,24,2018-11-15T00:00:00.000Z,Th,,,8063,8038,16101,2656
JACKSON RD/SR 16,E,SUNRISE BLVD,24,2018-11-15T00:00:00.000Z,Th,,,7787,7557,15344,2657
WEST 2ND ST,N,M ST,24,2018-11-15T00:00:00.000Z,Th,261,477,,,738,2658
MOJAVE DR,W,ROSEWOOD DR,24,2018-11-15T00:00:00.000Z,Th,,,,,638,2659
MYRTLE AVE,W,TYLER ST,24,2018-11-15T00:00:00.000Z,Th,,,,,1418,2660
RIO LINDA BLVD,S,ELKHORN BLVD,24,2018-11-15T00:00:00.000Z,Th,7932,4636,,,12568,2661
ROSEVILLE RD,W,WATT AVE,24,2018-11-15T00:00:00.000Z,Th,,,8926,9970,18896,2662
ROSEVILLE RD,S,PALM AVE,24,2018-11-15T00:00:00.000Z,Th,8509,8720,,,17229,2663
ROSEVILLE RD,S,LONGVIEW DR,24,2018-11-15T00:00:00.000Z,Th,,,,,16330,2664
RIO LINDA BLVD,S,ELVERTA RD,24,2018-11-15T00:00:00.000Z,Th,1367,2783,,,4150,2665
Q ST,W,WATT AVE,24,2018-11-15T00:00:00.000Z,Th,,,1293,961,2254,2666
Q ST,W,20TH ST,24,2018-11-15T00:00:00.000Z,Th,,,1668,1730,3398,2667
KIEFER BLVD,W,MAYHEW RD,24,2018-11-28T00:00:00.000Z,W,,,6495,6578,13073,2668
KIEFER BLVD,W,MAYHEW RD,24,2018-11-29T00:00:00.000Z,Th,,,6547,6553,13100,2669
GREENHOLM DR,E,REVELSTOK DR,24,2018-12-04T00:00:00.000Z,T,,,,,545,2670
ETHAN WAY,S,EL CAMINO AVE,24,2018-12-05T00:00:00.000Z,W,5913,4295,,,10208,2671
MYRTLE AVE,W,PALOMINO LN,24,2018-12-05T00:00:00.000Z,W,,,2606,2608,5214,2672
NORRIS AVE,N,MARCONI AVE,24,2018-12-05T00:00:00.000Z,W,1232,1251,,,2483,2673
ROSEVILLE RD,N,ANTELOPE RD,24,2018-12-11T00:00:00.000Z,T,6922,8287,,,15209,2674
ROBERTSON AVE,E,GARFIELD AVE,24,2018-12-11T00:00:00.000Z,T,,,789,1137,1926,2675
ROSEVILLE RD,S,ANTELOPE RD,24,2018-12-11T00:00:00.000Z,T,10251,10881,,,21132,2676
ROSEVILLE RD,N,ANTELOPE RD,24,2018-12-12T00:00:00.000Z,W,7094,8797,,,15891,2677
ROSEVILLE RD,S,ANTELOPE RD,24,2018-12-12T00:00:00.000Z,W,10335,11530,,,21865,2678
FULTON AVE,S,MARCONI AVE,24,2018-12-12T00:00:00.000Z,W,16165,15083,,,31248,2679
GERBER RD,W,EXCELSIOR RD,24,2018-08-02T00:00:00.000Z,Th,,,1288,1350,2638,2680
TANGO ST,S,NEW DAWN DR,24,2018-08-28T00:00:00.000Z,T,,,,,655,2681
RIVER RD,N,WALNUT GROVE BRIDGE,24,2018-08-07T00:00:00.000Z,T,7124,3581,,,10705,2682
EASTERN AVE,N,MARCONI AVE,24,2018-08-28T00:00:00.000Z,T,8530,7353,,,15883,2683
COLOMA RD,E,SUNRISE BLVD,24,2018-07-18T00:00:00.000Z,W,,,7683,8230,15913,2684
WALERGA RD,N,HILLSDALE BLVD,24,2018-07-11T00:00:00.000Z,W,8007,,,,17244,2685
NEW HOPE RD,E,SARGENT AVE,24,2018-08-07T00:00:00.000Z,M,,,799,613,1412,2686
FULTON AVE,N,ARDEN WAY,24,2018-08-29T00:00:00.000Z,W,13795,,,,27877,2687
EXCELSIOR RD,N,JACKSON RD,24,2018-07-18T00:00:00.000Z,W,2269,2497,,,4766,2688
HILLSDALE BLVD,W,WALERGA RD,24,2018-07-11T00:00:00.000Z,W,,,9055,10267,19322,2689
COLONY RD,N,VALENSIN RD,24,2018-08-07T00:00:00.000Z,T,553,603,,,1156,2690
FULTON AVE,S,MARCONI AVE,24,2018-08-29T00:00:00.000Z,W,16526,15312,,,31838,2691
FAIR OAKS BLVD,E,SUNRISE BLVD,24,2018-07-18T00:00:00.000Z,W,,,3531,3473,7004,2692
HILLSDALE BLVD,N,MADISON AVE,24,2018-07-11T00:00:00.000Z,W,14009,14559,,,28568,2693
BRANNAN ISLAND RD,S,STATE ROUTE 12,24,2018-08-07T00:00:00.000Z,T,606,598,,,1204,2694
EL PRADO WAY,W,MORSE AVE,24,2018-08-29T00:00:00.000Z,W,,,,,787,2695
AUBURN BL,W,MANZANITA AV,24,2018-07-18T00:00:00.000Z,W,,,9476,10233,19709,2696
ELDER CREEK RD,W,BRADSHAW RD,24,2018-07-18T00:00:00.000Z,W,,,2886,2918,5804,2697
BRADSHAW RD,S,JACKSON RD/SR 16,24,2018-07-18T00:00:00.000Z,W,13679,14204,,,27883,2698
ENGLE RD,E,WALNUT AVE,24,2018-07-18T00:00:00.000Z,W,,,2235,2032,4267,2699
HURLEY WAY,W,WATT AVE,24,2018-07-18T00:00:00.000Z,W,,,3885,3456,7341,2700
COTTAGE WAY,W,WATT AVE,24,2018-07-18T00:00:00.000Z,W,,,4222,3448,7670,2701
AUBURN BLVD,S,MADISON AVE,24,2018-07-18T00:00:00.000Z,W,9820,,,,20454,2702
KIEFER BLVD,W,SOUTH WATT AVE,24,2018-07-18T00:00:00.000Z,W,,,3770,3724,7494,2703
ARDEN WAY,E,MORSE AVE,24,2018-07-18T00:00:00.000Z,W,,,12624,13076,25700,2704
KIEFER BLVD,W,MAYHEW RD,24,2018-07-18T00:00:00.000Z,W,,,5824,5862,11686,2705
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-20T00:00:00.000Z,F,46982,52513,,,99495,2706
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-21T00:00:00.000Z,SA,33819,43432,,,77251,2707
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-22T00:00:00.000Z,SU,27038,35932,,,62970,2708
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-23T00:00:00.000Z,M,43540,48919,,,92459,2709
DAVID DR,W,GILMAN WAY,24,2018-07-24T00:00:00.000Z,T,,,,,385,2710
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-24T00:00:00.000Z,T,46849,51192,,,98041,2711
ARDEN WAY,W,EASTERN AVE,24,2018-07-24T00:00:00.000Z,T,,,9664,9664,19328,2712
ARDEN WAY,E,EASTERN AVE,24,2018-07-24T00:00:00.000Z,T,,,7242,7073,14315,2713
FAIR OAKS BLVD,E,COLUMBIA DR,24,2018-07-24T00:00:00.000Z,T,,,,,186,2714
MCCOMBER ST,N,FLORIN RD,24,2018-07-25T00:00:00.000Z,W,,,,,1889,2715
POWER INN RD,N,GERBER RD,24,2018-07-25T00:00:00.000Z,W,13303,13508,,,26811,2716
65TH ST,E,STOCKTON BLVD,24,2018-07-25T00:00:00.000Z,W,,,9117,8626,17743,2717
STOCKTON BLVD,S,FLORIN RD,24,2018-07-25T00:00:00.000Z,W,13483,12802,,,26285,2718
STOCKTON BLVD,N,FLORIN RD,24,2018-07-25T00:00:00.000Z,W,13505,13972,,,27477,2719
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-25T00:00:00.000Z,W,46606,51033,,,97639,2720
FLORIN RD,W,HEDGE AVE,24,2018-07-25T00:00:00.000Z,W,,,4690,8965,13655,2721
ELK GROVE FLORIN RD,N,GERBER RD,24,2018-07-25T00:00:00.000Z,W,13026,12070,,,25096,2722
PARKER AVE,E,44TH ST,24,2018-07-25T00:00:00.000Z,W,,,562,521,1083,2723
FLORIN RD,W,ELK GROVE FLORIN RD,24,2018-07-25T00:00:00.000Z,W,,,7845,8062,15907,2724
SOUTH WATT AVE,N,FLORIN RD,24,2018-07-26T00:00:00.000Z,Th,10836,10393,,,21229,2725
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2018-07-26T00:00:00.000Z,Th,47459,51717,,,99176,2726
ELK GROVE FLORIN RD,N,GERBER RD,24,2018-07-26T00:00:00.000Z,Th,13167,12143,,,25310,2727
FLORIN RD,W,FLORIN PERKINS RD,24,2018-07-26T00:00:00.000Z,Th,,,11773,11582,23355,2728
GRANT LINE RD,W,SUNRISE BLVD,24,2018-07-31T00:00:00.000Z,T,,,8079,8654,16733,2729
GRANT LINE RD,S,DOUGLAS RD,24,2018-07-31T00:00:00.000Z,T,5026,4560,,,9586,2730
GERBER RD,E,STOCKTON BLVD,24,2018-07-31T00:00:00.000Z,T,,,9453,10531,19984,2731
ELSIE AVE,E,STOCKTON BLVD,24,2018-07-31T00:00:00.000Z,T,,,13675,12839,26514,2732
POWER INN RD,S,ELSIE AVE,24,2018-07-31T00:00:00.000Z,T,9905,,,,19622,2733
KIEFER BLVD,W,SUNRISE BLVD,24,2018-07-31T00:00:00.000Z,T,,,529,717,1246,2734
PRAIRIE CITY RD,N,WHITE ROCK RD,24,2018-07-31T00:00:00.000Z,T,4078,4206,,,8284,2735
CLAY STATION RD,S,TAVERNOR RD,24,2018-08-01T00:00:00.000Z,W,1423,1404,,,2827,2736
TAVERNOR RD,N,CLAY STATION RD,24,2018-08-01T00:00:00.000Z,W,692,1401,,,2093,2737
FRANKLIN BLVD,N,TWIN CITIES RD,24,2018-08-07T00:00:00.000Z,T,1137,1067,,,2204,2738
EASTERN AVE,N,MARCONI AVE,24,2018-08-29T00:00:00.000Z,W,8598,7692,,,16290,2739
AIRBASE DR,E,WATT AVE,24,2018-07-11T00:00:00.000Z,W,,,5970,6290,12260,2740
NEW DAWN DR,W,TANGO ST,24,2018-08-30T00:00:00.000Z,Th,,,,,893,2741
SIMMERHORN RD,W,CLAY STATION RD,24,2018-08-07T00:00:00.000Z,T,,,351,331,682,2742
EAST PKWY,S,FLORIN RD,24,2018-07-12T00:00:00.000Z,Th,6911,5769,,,12680,2743
EASTERN AVE,N,MARCONI AVE,24,2018-08-30T00:00:00.000Z,Th,8805,7987,,,16792,2744
SIMMERHORN RD,W,STEINER RD,24,2018-08-07T00:00:00.000Z,T,,,2328,2162,4490,2745
FRANKLIN BLVD,N,FLORIN RD,24,2018-07-12T00:00:00.000Z,Th,12457,10972,,,23429,2746
TANGO ST,S,NEW DAWN DR,24,2018-08-30T00:00:00.000Z,Th,,,,,781,2747
ARNO RD,W,ALTA MESA RD,24,2018-08-07T00:00:00.000Z,T,,,147,131,278,2748
FLORIN PERKINS RD,N,FLORIN RD,24,2018-07-12T00:00:00.000Z,Th,9295,9608,,,18903,2749
GARFIELD AVE,S,GREENBACK LN,24,2018-09-01T00:00:00.000Z,W,14152,15184,,,29336,2750
VALENSIN RD,E,COLONY RD,24,2018-08-07T00:00:00.000Z,T,,,497,463,960,2751
BORDEN RD,E,TWIN CITIES RD,24,2018-08-07T00:00:00.000Z,T,,,789,743,1532,2752
ALTA MESA RD,N,BORDEN RD,24,2018-08-07T00:00:00.000Z,T,655,,,,1351,2753
TWIN CITIES RD,E,RIVER RD,24,2018-08-07T00:00:00.000Z,T,,,5538,3469,9007,2754
FOLSOM BLVD,S,HWY 50,24,2018-08-07T00:00:00.000Z,T,7118,8296,,,15414,2755
FRANKLIN BLVD,S,DESMOND RD,24,2018-08-07T00:00:00.000Z,T,398,429,,,827,2756
VALENSIN RD,E,COLONY RD,24,2018-08-08T00:00:00.000Z,W,,,510,470,980,2757
VALENSIN RD,E,ARNO RD,24,2018-08-08T00:00:00.000Z,W,,,859,776,1635,2758
TWIN CITIES RD,E,RIVER RD,24,2018-08-08T00:00:00.000Z,W,,,5678,3477,9155,2759
FOLSOM BLVD,S,HWY 50,24,2018-08-08T00:00:00.000Z,W,7237,6787,,,14024,2760
FRANKLIN BLVD,S,DESMOND RD,24,2018-08-08T00:00:00.000Z,W,481,513,,,994,2761
BRUCEVILLE RD,S,LAMBERT RD,24,2018-08-08T00:00:00.000Z,W,1040,919,,,1959,2762
SIMMERHORN RD,W,STEINER RD,24,2018-08-08T00:00:00.000Z,W,,,2359,2226,4585,2763
FRANKLIN BLVD,N,SIMS RD,24,2018-08-08T00:00:00.000Z,W,10737,10945,,,21682,2764
SIMMERHORN RD,W,CLAY STATION RD,24,2018-08-08T00:00:00.000Z,W,,,317,274,591,2765
ARNO RD,W,ALTA MESA RD,24,2018-08-08T00:00:00.000Z,W,,,171,138,309,2766
BRANNAN ISLAND RD,S,STATE ROUTE 12,24,2018-08-08T00:00:00.000Z,W,630,645,,,1275,2767
ARNO RD,E,STATE ROUTE 99,24,2018-08-08T00:00:00.000Z,W,,,1041,999,2040,2768
FRANKLIN BLVD,N,TWIN CITIES RD,24,2018-08-08T00:00:00.000Z,W,1152,1095,,,2247,2769
RIVER RD,N,WALNUT GROVE BRIDGE,24,2018-08-08T00:00:00.000Z,W,7293,3570,,,10863,2770
BORDEN RD,E,TWIN CITIES RD,24,2018-08-08T00:00:00.000Z,W,,,771,783,1554,2771
BRUCEVILLE RD,N,LAMBERT RD,24,2018-08-08T00:00:00.000Z,W,1394,1387,,,2781,2772
LAMBERT RD,E,RIVER RD,24,2018-08-08T00:00:00.000Z,W,,,286,271,557,2773
WILTON RD,E,GRANT LINE RD,24,2018-08-08T00:00:00.000Z,W,,,4788,4886,9674,2774
DILLARD RD,E,STATE ROUTE 99,24,2018-08-08T00:00:00.000Z,W,,,2487,1668,4155,2775
ALTA MESA RD,N,BORDEN RD,24,2018-08-08T00:00:00.000Z,W,658,,,,1357,2776
LINCOLN WAY,N,KOST RD,24,2018-08-08T00:00:00.000Z,W,3272,2835,,,6107,2777
NEW HOPE RD,E,SARGENT AVE,24,2018-08-08T00:00:00.000Z,W,,,887,662,1549,2778
LAMBERT RD,E,BRUCEVILLE RD,24,2018-08-08T00:00:00.000Z,W,,,240,229,469,2779
LAMBERT RD,W,BRUCEVILLE RD,24,2018-08-08T00:00:00.000Z,W,,,848,1373,2221,2780
TANGO ST,S,NEW DAWN DR,24,2018-09-05T00:00:00.000Z,W,,,,,785,2781
NEW DAWN DR,W,TANGO ST,24,2018-09-05T00:00:00.000Z,W,,,,,846,2782
NEW DAWN DR,W,TANGO ST,24,2018-09-06T00:00:00.000Z,Th,,,,,863,2783
EAST PKWY,S,FOREST PKWY,24,2018-07-12T00:00:00.000Z,Th,964,1189,,,2153,2784
TANGO ST,S,NEW DAWN DR,24,2018-09-06T00:00:00.000Z,Th,,,,,790,2785
CENTER PKWY,S,FOREST PKWY,24,2018-07-12T00:00:00.000Z,Th,2510,2483,,,4993,2786
SIERRA VISTA AVE,E,MENDOCINO BLVD,24,2018-09-11T00:00:00.000Z,T,,,,,473,2787
EL CENTRO RD,S,LEONA CIR,24,2018-07-12T00:00:00.000Z,Th,3527,2921,,,6448,2788
EL CAMINO AVE,E,HOWE AVE,24,2018-09-11T00:00:00.000Z,T,,,13742,14637,28379,2789
BOWLING DR,N,FLORIN RD,24,2018-07-12T00:00:00.000Z,Th,2647,3066,,,5713,2790
TAWNY PORT WAY,N,WATERMAN RD,24,2018-09-11T00:00:00.000Z,T,,,,,1650,2791
41ST AVE,E,FRANKLIN BLVD,24,2018-07-12T00:00:00.000Z,Th,,,1400,1305,2705,2792
HURLEY WAY,E,HOWE AVE,24,2018-09-11T00:00:00.000Z,T,,,6788,6336,13124,2793
COTTAGE WAY,W,WATT AVE,24,2018-07-17T00:00:00.000Z,T,,,4295,3471,7766,2794
HURLEY WAY,E,BELL ST,24,2018-09-11T00:00:00.000Z,T,,,5875,5495,11370,2795
AUBURN BLVD,S,MADISON AVE,24,2018-07-17T00:00:00.000Z,T,9826,,,,20637,2796
AUBURN BLVD,E,WATT AVE,24,2018-09-18T00:00:00.000Z,T,,,9218,10397,19615,2797
AUBURN BL,W,MANZANITA AV,24,2018-07-17T00:00:00.000Z,T,,,9526,10847,20373,2798
MORSE AVE,N,EL CAMINO AVE,24,2018-09-18T00:00:00.000Z,T,1348,1539,,,2887,2799
LA RIVIERA DR,E,WATT AVE,24,2018-09-18T00:00:00.000Z,T,,,7970,10594,18564,2800
VINTAGE PARK DR,W,ELK GROVE FLORIN RD,24,2018-12-12T00:00:00.000Z,W,,,2775,2410,5185,2801
ALDER CREEK DR,W,BRADSHAW RD,24,2018-12-13T00:00:00.000Z,Th,,,,,1625,2802
KENNETH AVE,N,SUNSET AVE,24,2018-12-13T00:00:00.000Z,Th,3042,1829,,,4871,2803
KENNETH AVE,N,WINDING WAY,24,2018-12-13T00:00:00.000Z,Th,608,1330,,,1938,2804
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-13T00:00:00.000Z,Th,41882,43239,,,85121,2805
FRUITRIDGE RD,W,MARTIN LUTHER KING BLVD,24,2018-12-13T00:00:00.000Z,Th,,,15019,,,2806
BALLINGER DR,W,BRADSHAW RD,24,2018-12-13T00:00:00.000Z,Th,,,,,618,2807
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-14T00:00:00.000Z,F,42601,44337,,,86938,2808
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-15T00:00:00.000Z,SA,34103,34494,,,68597,2809
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-16T00:00:00.000Z,SU,25937,26318,,,52255,2810
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-17T00:00:00.000Z,M,39399,40578,,,79977,2811
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-18T00:00:00.000Z,T,41463,42443,,,83906,2812
ETHEL WAY,S,FRUITRIDGE RD,24,2018-12-18T00:00:00.000Z,T,,,,,330,2813
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2018-12-19T00:00:00.000Z,W,41989,43678,,,85667,2814
WATT AVE,N,DON JULIO BLVD,24,2015-05-12T00:00:00.000Z,T,15489,17029,,,32518,1001
ARDEN WAY,E,EASTERN AVE,24,2015-05-13T00:00:00.000Z,W,,,7943,7877,15820,1002
ROSEMONT DR,N,KIEFER BLVD,24,2015-05-13T00:00:00.000Z,W,679,600,,,1279,1003
MARCONI AVE,E,HOWE AVE,24,2015-05-19T00:00:00.000Z,T,,,9676,9940,19616,1004
ELDER CREEK RD,W,BRADSHAW RD,24,2015-05-19T00:00:00.000Z,T,,,2913,3545,6458,1005
BRADSHAW RD,S,JACKSON RD/SR 16,24,2015-05-19T00:00:00.000Z,T,13904,14424,,,28328,1006
HAMILTON ST,N,PALM AVE,24,2015-05-19T00:00:00.000Z,T,,,,,3862,1007
BRADSHAW RD,N,CALVINE RD,24,2015-05-19T00:00:00.000Z,T,8962,10088,,,19050,1008
PASADENA AVE,S,ORANGE GROVE AVE,24,2015-08-05T00:00:00.000Z,W,,,,,243,1009
FLORIN RD,W,HEDGE AVE,24,2015-05-20T00:00:00.000Z,W,,,4534,4367,8901,1010
HOWE AVE,N,ARDEN WAY,24,2015-11-04T00:00:00.000Z,W,14628,15054,,,29682,1011
DRY CREEK RD,N,ASCOT AVE,24,2016-03-02T00:00:00.000Z,W,2269,2823,,,5092,1012
KIEFER BLVD,W,SOUTH PORT DR,24,2015-05-20T00:00:00.000Z,W,,,9116,9156,18272,1013
EXCELSIOR AVE,N,JACKSON RD/SR 16,24,2015-05-20T00:00:00.000Z,W,2429,2472,,,4901,1014
SOUTH WATT AVE,N,FLORIN RD,24,2015-05-20T00:00:00.000Z,W,11368,10311,,,21679,1015
GERBER RD,E,STOCKTON BLVD,24,2015-05-20T00:00:00.000Z,W,,,8767,11473,20240,1016
POWER INN RD,N,GERBER RD,24,2015-05-20T00:00:00.000Z,W,14608,14047,,,28655,1017
65TH ST,E,STOCKTON BLVD,24,2015-05-20T00:00:00.000Z,W,,,9225,9503,18728,1018
STOCKTON BLVD,N,FLORIN RD,24,2015-05-20T00:00:00.000Z,W,14366,15036,,,29402,1019
SOUTH WATT AVE,N,ELDER CREEK RD,24,2015-06-02T00:00:00.000Z,T,10529,10384,,,20913,1020
SOUTH WATT AVE,N,FLORIN RD,24,2015-06-02T00:00:00.000Z,T,9740,9106,,,18846,1021
SOUTH WATT AVE,S,JACKSON RD/SR 16,24,2015-06-02T00:00:00.000Z,T,11939,10484,,,22423,1022
OLD PLACERVILLE RD,E,BRADSHAW RD,24,2015-06-03T00:00:00.000Z,W,,,7604,8185,15789,1023
LA RIVIERA DR,E,WATT AVE,24,2015-06-03T00:00:00.000Z,W,,,7625,9118,16743,1024
DERSINGHAM DR,E,MINARD CT,24,2015-06-03T00:00:00.000Z,W,,,,,906,1025
SOUTH WATT AVE,N,FLORIN RD,24,2015-06-03T00:00:00.000Z,W,9527,9164,,,18691,1026
FOLSOM BLVD,E,BRADSHAW RD,24,2015-06-03T00:00:00.000Z,W,,,8636,9708,18344,1027
MAYHEW RD,S,FOLSOM BLVD,24,2015-06-03T00:00:00.000Z,W,5497,4749,,,10246,1028
SOUTH WATT AVE,N,ELDER CREEK RD,24,2015-06-03T00:00:00.000Z,W,10607,10258,,,20865,1029
AMERICAN RIVER DR,W,WATT AVE,24,2015-06-03T00:00:00.000Z,W,,,5512,4739,10251,1030
LA RIVIERA DR,E,SALMON FALLS DR,24,2015-06-03T00:00:00.000Z,W,,,5893,7100,12993,1031
10TH ST,N,U ST,24,2015-06-03T00:00:00.000Z,W,,,,,865,1032
KIEFER BLVD,W,SUNRISE BLVD,24,2015-06-04T00:00:00.000Z,TH,,,410,421,831,1033
GRANT LINE RD,S,DOUGLAS RD,24,2015-06-04T00:00:00.000Z,TH,4355,3919,,,8274,1034
FOLSOM BLVD,E,BRADSHAW RD,24,2015-06-04T00:00:00.000Z,TH,,,8317,9285,17602,1035
OLD PLACERVILLE RD,E,BRADSHAW RD,24,2015-06-04T00:00:00.000Z,TH,,,7520,7903,15423,1036
GRANT LINE RD,W,SUNRISE BLVD,24,2015-06-04T00:00:00.000Z,TH,,,7764,8041,15805,1037
WHITE ROCK RD,W,GRANT LINE RD,24,2015-06-04T00:00:00.000Z,TH,,,1812,1564,3376,1038
WHITE ROCK RD,W,SCOTT RD W/EXT,24,2015-06-04T00:00:00.000Z,TH,,,5253,4668,9921,1039
SUNRISE BLVD,N,SUNSET AVE,24,2015-06-09T00:00:00.000Z,T,23850,22370,,,46220,1040
MADISON AVE,E,SUNRISE BLVD,24,2015-06-09T00:00:00.000Z,T,,,19188,18960,38148,1041
LA RIVIERA DR,N,FOLSOM BLVD,24,2015-06-09T00:00:00.000Z,T,4882,4175,,,9057,1042
M ST,W,RIO LINDA BLVD,24,2015-06-09T00:00:00.000Z,T,,,1282,1100,2382,1043
SUNRISE BLVD,N,FAIR OAKS BLVD,24,2015-06-09T00:00:00.000Z,T,27735,23962,,,51697,1044
U ST,W,DRY CREEK RD,24,2015-06-09T00:00:00.000Z,T,,,737,658,1395,1045
PRAIRIE CITY RD,N,WHITE ROCK RD,24,2015-06-09T00:00:00.000Z,T,3285,2988,,,6273,1046
SCOTT RD,S,WHITE ROCK RD,24,2015-06-09T00:00:00.000Z,T,1344,1341,,,2685,1047
IONE RD,S,JACKSON RD/SR 16,24,2015-06-09T00:00:00.000Z,T,1398,1350,,,2748,1048
SUNRISE BLVD,N,SUNSET AVE,24,2015-06-10T00:00:00.000Z,W,24405,22728,,,47133,1049
LA RIVIERA DR,N,FOLSOM BLVD,24,2015-06-10T00:00:00.000Z,W,4785,4037,,,8822,1050
FOLSOM BLVD,E,AEROJET RD,24,2015-06-10T00:00:00.000Z,W,,,6726,6470,13196,1051
41ST AVE,E,FRANKLIN BLVD,24,2015-06-10T00:00:00.000Z,W,,,1748,1256,3004,1052
SUNRISE BLVD,N,FAIR OAKS BLVD,24,2015-06-10T00:00:00.000Z,W,28550,24670,,,53220,1053
WILDRIDGE DR,W,SUNRISE BLVD,24,2015-06-10T00:00:00.000Z,W,,,709,1437,2146,1054
KIEFER BLVD,E,SOUTH PORT DR,24,2015-06-16T00:00:00.000Z,T,,,7998,7884,15882,1055
FAIR OAKS BLVD,W,SUNRISE BLVD,24,2015-06-16T00:00:00.000Z,T,,,18543,14943,33486,1056
FRENCH RD,S,FLORIN RD,24,2015-06-16T00:00:00.000Z,T,7975,8076,,,16051,1057
KIEFER BLVD,W,SOUTH WATT AVE,24,2015-06-16T00:00:00.000Z,T,,,3575,3247,6822,1058
NEW HOPE RD,E,SARGENT AVE,24,2015-06-17T00:00:00.000Z,W,,,716,700,1416,1059
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-06T00:00:00.000Z,TH,45475,49824,,,95299,1060
AUTUMNWOOD DR,E,SOUTH WATT AVE,24,2015-11-04T00:00:00.000Z,W,,,,,536,1061
WEST 2ND ST,N,M ST,24,2016-03-02T00:00:00.000Z,W,326,426,,,752,1062
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-07T00:00:00.000Z,F,44743,49944,,,94687,1063
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-08T00:00:00.000Z,S,32308,40028,,,72336,1064
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-09T00:00:00.000Z,SU,26517,34264,,,60781,1065
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-10T00:00:00.000Z,M,43547,48350,,,91897,1066
WATT AVE,N,AMERICAN RIVER DR,24,2015-08-11T00:00:00.000Z,T,45741,50278,,,96019,1067
KENNETH AVE,S,HIDDEN VALLEY CIR,24,2015-08-13T00:00:00.000Z,TH,830,959,,,1789,1068
TALLYHO DR,N,ACHATES CIR (N-EXT),24,2015-08-13T00:00:00.000Z,TH,1233,1150,,,2383,1069
MISSION AVE,N,NORTH AVE,24,2015-08-18T00:00:00.000Z,T,1983,1605,,,3588,1070
BRADSHAW RD,S,FOLSOM BLVD,24,2015-08-18T00:00:00.000Z,T,10306,10636,,,20942,1071
BRADSHAW RD,S,FOLSOM BLVD,24,2015-08-19T00:00:00.000Z,W,10597,10853,,,21450,1072
BRADSHAW RD,S,FOLSOM BLVD,24,2015-08-20T00:00:00.000Z,TH,10802,11056,,,21858,1073
HILLSDALE BLVD,N,MADISON AVE,24,2015-08-25T00:00:00.000Z,T,15575,16524,,,32099,1074
WALERGA RD,N,HILLSDALE BLVD,24,2015-08-25T00:00:00.000Z,T,9380,11226,,,20606,1075
KEEMA AVE,E,GUTHRIE ST,24,2015-08-25T00:00:00.000Z,T,,,,,805,1076
BRADSHAW RD,S,HWY 50,24,2015-08-25T00:00:00.000Z,T,27700,28079,,,55779,1077
GRANT AVE,E,CALIFORNIA AVE,24,2015-08-26T00:00:00.000Z,W,,,,,818,1078
WALERGA RD,N,HILLSDALE BLVD,24,2015-08-26T00:00:00.000Z,W,9249,10928,,,20177,1079
HILLSDALE BLVD,N,MADISON AVE,24,2015-08-26T00:00:00.000Z,W,15733,16689,,,32422,1080
HUNTINGTON RD,E,MUNROE ST,24,2015-08-26T00:00:00.000Z,W,,,,,1141,1081
BLACKFIELD DR,E,FOXFIELD WAY,24,2015-08-26T00:00:00.000Z,W,,,,,441,1082
KEEMA AVE,E,GUTHRIE ST,24,2015-08-26T00:00:00.000Z,W,,,,,758,1083
HEMINGWAY DR,E,POWER INN RD,24,2015-08-27T00:00:00.000Z,TH,,,,,1923,1084
KIEFER BLVD,E,SOUTH WATT AVE,24,2015-08-27T00:00:00.000Z,TH,,,9379,8794,18173,1085
GRANT AVE,E,CALIFORNIA AVE,24,2015-08-27T00:00:00.000Z,TH,,,,,832,1086
ALDERWOOD WAY,E,EASTERN AVE,24,2015-08-27T00:00:00.000Z,TH,,,,,296,1087
VINTAGE PARK DR,W,ELK GROVE FLORIN RD,24,2015-08-27T00:00:00.000Z,TH,,,2804,2439,5243,1088
LAURELWOOD WAY,E,EASTERN AVE,24,2015-08-27T00:00:00.000Z,TH,,,,,682,1089
BELL ST,S,ALTA ARDEN EXPWY,24,2015-09-08T00:00:00.000Z,T,3605,3716,,,7321,1090
